ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
IDXX,Idexx Laboratories Inc,"Idexx Laboratories primarily develops, manufactures, and distributes diagnostic products, equipment, and services for pets and livestock. Its key product lines include single-use canine and feline test kits that veterinarians can employ in the office, benchtop chemistry and hematology analyzers for test-panel analysis on-site, reference lab services, and tests to detect and manage disease in livestock. The firm also offers vet practice management software and consulting services to animal hospitals. Idexx gets close to 35% of its revenue from outside the United States.",874716,BBG000BLRT07,36240673907.130005,81328233.0,81330000,2835.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,https://www.idexx.com,CS
TTWO,Take-Two Interactive Software Inc,"Found in 1993, Take-Two consists of three wholly owned labels, Rockstar Games, 2K, and Zynga. The firm is one of the world's largest independent video game publishers on consoles, PCs, smartphones, and tablets. Take-Two's franchise portfolio is headlined by Grand Theft Auto and contains other well-known titles such as NBA 2K, Civilization, Borderlands, Bioshock, and Xcom. Zynga mobile titles include Farmville, Empires & Puzzles, and CSR Racing.",946581,BBG000BS1YV5,35061958637.95,175003537.0,175000000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.take2games.com,CS
CSGP,CoStar Group Inc,"CoStar Group is a leading provider of commercial real estate data and marketplace listing platforms. Its data offering contains in-depth analytical information on over 5 million commercial real estate properties related to various subsectors including office, retail, hotels, multifamily, healthcare, industrial, self-storage, and data centers. It operates many flagship brands such as CoStar Suite, LoopNet, Apartments.com, BizBuySell, and Lands of America, with more than 80% of its revenue classified as subscription-based. The company recently expanded its presence in Canada, the United Kingdom, Spain, and France.",1057352,BBG000D7JKW9,35008417146.755,421762751.0,421760000,7389.0,"SERVICES-BUSINESS SERVICES, NEC",https://www.costargroup.com,CS
TTD,"The Trade Desk, Inc.","The Trade Desk provides a self-service platform that helps advertisers and ad agencies programmatically find and purchase digital ad inventory (display, video, audio, and social) on different devices like computers, smartphones, and connected TVs. It utilizes data in an iterative manner to optimize the performance of ad impressions purchased. The firm's platform is referred to as a demand-side platform in the digital ad industry and it generates revenue from fees based on a percentage of what its clients spend on advertising.",1671933,BBG00629NGT2,31196528906.945,496088557.0,452430000,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",https://www.thetradedesk.com,CS
ZS,"Zscaler, Inc. Common Stock","Zscaler is a software-as-a-service, or SaaS, firm focusing on providing cloud-native cybersecurity solutions to primarily enterprise customers. Zscaler's offerings can be broadly partitioned into Zscaler Internet Access, which provides secure access to external applications, and Zscaler Private Access, which provides secure access to internal applications. The firm is headquartered in San Jose, California, and went public in 2018.",1713683,BBG003338H34,30620211605.88,153438623.0,153440000,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,https://www.zscaler.com,CS
MCHP,Microchip Technology Inc,"Microchip Technology became an independent company in 1989 when it was spun off from General Instrument. More than half of revenue comes from MCUs, which are used in a wide array of electronic devices from remote controls to garage door openers to power windows in autos. The company's strength lies in lower-end 8-bit MCUs that are suitable for a wider range of less technologically advanced devices, but the firm has expanded its presence in higher-end MCUs and analog chips as well.",827054,BBG000BHCP19,29528729780.0,536885996.0,536890000,3674.0,SEMICONDUCTORS & RELATED DEVICES,https://www.microchip.com,CS
DXCM,"DexCom, Inc.","Dexcom designs and commercializes continuous glucose monitoring systems for diabetic patients. CGM systems serve as an alternative to the traditional blood glucose meter process, and the company is evolving its CGM systems to provide integration with insulin pumps from Insulet and Tandem for automatic insulin delivery.",1093557,BBG000QTF8K1,29164898250.72,400726824.0,400730000,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,https://www.dexcom.com,CS
ANSS,Ansys Inc,"Ansys is an engineering software company that provides simulation capabilities for structural, fluids, semiconductor power, embedded software, optical, and electromagnetic properties. Ansys employs over 4,000 people and serves over 50,000 customers globally, including those in aerospace defense and automotive.",1013462,BBG000GXZ4W7,28015873402.615,87299981.0,87300000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.ansys.com,CS
WBD,"Warner Bros. Discovery, Inc. Series A Common Stock","Warner Bros. Discovery was formed in 2022 through the combination of WarnerMedia and Discovery Communications. It operates in three global business segments: studios, networks, and direct-to-consumer. Warner Bros. Pictures is the crown jewel of the studios business, producing, distributing, and licensing movies and television shows. The networks business consists of basic cable networks, such as CNN, TNT, TBS, Discovery, HGTV, and the Food Network. Direct-to-consumer includes HBO and the firm's streaming platforms, which have now been consolidated to Max and Discovery+. Much of the DTC content is created within the firm's other two business segments. Each segment operates with a global reach, with Max available in over 70 countries.",1437107,BBG011386VF4,26526919854.9231,2454764337.0,2454760000,4841.0,CABLE & OTHER PAY TELEVISION SERVICES,https://www.wbd.com,CS
BIIB,Biogen Inc. Common Stock,"Biogen and Idec merged in 2003, combining forces to market Biogen's multiple sclerosis drug Avonex and Idec's cancer drug Rituxan. Today, Rituxan and next-generation antibody Gazyva (oncology) and Ocrevus (multiple sclerosis) are marketed via a collaboration with Roche. Biogen markets several multiple sclerosis drugs including Plegridy, Tysabri, Tecfidera, and Vumerity. Biogen's newer products include Spinraza (SMA, with partner Ionis), Leqembi (Alzheimers, with partner Eisai), Skyclarys (Friedreich's Ataxia, Reata), Zurzuvae (postpartum depression, Sage), and Qalsody (ALS, Ionis). Biogen has several drug candidates in phase 3 trials in neurology, immunology, and rare diseases.",875045,BBG000C17X76,22891576397.43,146374937.0,146380000,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.biogen.com,CS
CDW,CDW Corporation,"CDW Corp is a multi-brand provider of information technology (""IT"") solutions to small, medium, and large business, government, education, and healthcare customers in the United States, the United Kingdom, and Canada. The company's broad array of offerings ranges from discrete hardware and software products to integrated IT solutions and services that include on-premise and cloud capabilities across hybrid infrastructure, digital experience, and security. The company has five operating segments namely, Corporate, Small Business, Public, CDW UK, and CDW Canada. The Corporate segment generates the majority of its revenue and serves USA private sector business customers.",1402057,BBG001P63B80,22661478373.92,132492273.0,132490000,5961.0,RETAIL-CATALOG & MAIL-ORDER HOUSES,https://www.cdw.com,CS
GFS,GlobalFoundries Inc. Ordinary Shares,"GlobalFoundries is a top-five contract semiconductor manufacturer globally. It was originally the manufacturing arm of Advanced Micro Devices before it was spun out in 2009. The foundry sells chips into a range of end markets including smartphones, PCs, Internet of Things, data centers, automotive, industrial, and so on, but primarily focuses on more mature process technologies. Until 2021, the firm was privately held by Mubadala Investment, the sovereign wealth fund of the United Arab Emirates. GlobalFoundries merged with Chartered Semiconductor Manufacturing in 2009 and acquired IBM's chipmaking business in 2015. GF is headquartered in Malta, New York, and employs about 13,000 people.",1709048,,22410143786.7,552654594.0,555510000,,,https://www.gf.com,CS
ON,ON Semiconductor Corp,"Onsemi is a supplier of power semiconductors and sensors focused on the automotive and industrial markets. Onsemi is the second-largest power chipmaker in the world and the largest supplier of image sensors to the automotive market. While the firm used to be highly vertically integrated, it now pursues a hybrid manufacturing strategy for flexible capacity. Onsemi is pivoting to focus on emerging applications like electric vehicles, autonomous vehicles, industrial automation, and renewable energy.",1097864,BBG000DV7MX4,18746918834.595,421421127.0,421420000,3674.0,SEMICONDUCTORS & RELATED DEVICES,https://www.onsemi.com,CS
MDB,"MongoDB, Inc. Class A","Founded in 2007, MongoDB is a document-oriented database. MongoDB provides both licenses as well as subscriptions as a service for its NoSQL database. MongoDB's database is compatible with all major programming languages and is capable of being deployed for a variety of use cases.",1441816,BBG0022FDRY8,14436729971.51,80467811.0,74470000,7372.0,SERVICES-PREPACKAGED SOFTWARE,https://www.mongodb.com,CS
INTC,Intel Corp,,50863,BBG000C0G1D1,,,4276000000,3674.0,SEMICONDUCTORS & RELATED DEVICES,,CS
MSFT,Microsoft Corp,,789019,BBG000BPH459,,,7433040000,7372.0,SERVICES-PREPACKAGED SOFTWARE,,CS
CSX,CSX Corporation,,277948,BBG000BGJRC8,,,1938740000,4011.0,"RAILROADS, LINE-HAUL OPERATING",,CS
